DATE 	28	91	182	364	728	1092	1820	3640
20220831	0.494865722	0.353074497	0.29085447	0.218402673	0.266267065	0.295264625	0.296790812	0.28902515
20220830	0.520333052	0.371143502	0.306635247	0.23155946	0.27947648	0.296290855	0.314710357	0.342004902
20220829	0.520297266	0.371116136	0.306620512	0.23155946	0.27947648	0.296290855	0.314710357	0.341998587
20220826	0.520170961	0.371020355	0.306564727	0.23155946	0.27947648	0.296290855	0.314710357	0.342117524
20220825	0.539686161	0.384055047	0.320030962	0.246926588	0.304316495	0.307868828	0.314710357	0.352445076
20220824	0.538967274	0.3834972	0.319696253	0.246926588	0.304711199	0.307868828	0.314710357	0.353231326
20220823	0.638540999	0.457402559	0.374114831	0.27366118	0.303658656	0.307868828	0.314710357	0.335212842
20220822	0.642437513	0.460292842	0.376245178	0.274713723	0.303658656	0.307868828	0.314710357	0.334568686
20220819	0.642486983	0.460330734	0.376266229	0.274713723	0.303658656	0.307868828	0.314710357	0.334497113
20220818	0.647960206	0.464585112	0.378821804	0.274713723	0.300501027	0.307868828	0.314710357	0.328448148
20220817	0.648037042	0.464644055	0.378855485	0.274713723	0.300501027	0.307868828	0.314710357	0.328368155
20220816	0.644275253	0.461854816	0.37678408	0.27366118	0.300501027	0.307868828	0.314710357	0.329108093
20220815	0.589838782	0.42254444	0.345214106	0.251978794	0.281134235	0.291554411	0.304079673	0.322059212
20220812	0.586966392	0.420366728	0.343962632	0.251978794	0.281134235	0.286607459	0.304079673	0.334156089
20220811	0.578425006	0.413814648	0.339901921	0.251557777	0.28418661	0.28418661	0.322657057	0.384785512
20220810	0.511900078	0.366853337	0.298881163	0.216823858	0.243137433	0.26313575	0.277871352	0.283580345
20220809	0.511905341	0.366857547	0.298883268	0.216823858	0.243137433	0.26313575	0.277871352	0.283759278
20220808	0.502069326	0.359399228	0.294598365	0.216823858	0.243137433	0.245242519	0.277871352	0.326814602
20220805	0.500143173	0.357969874	0.293542665	0.216297587	0.243137433	0.245242519	0.277871352	0.327102998
20220804	0.498021246	0.356393165	0.292401708	0.215771315	0.243137433	0.245242519	0.277871352	0.327115629
20220803	0.498986428	0.357142576	0.292851144	0.215771315	0.242611162	0.245242519	0.277871352	0.325395774
20220802	0.495133068	0.354284921	0.290739743	0.214718772	0.242611162	0.245242519	0.277871352	0.326612513
20220801	0.496075094	0.355016439	0.291178653	0.214718772	0.24208489	0.245242519	0.277871352	0.326112555
20220729	0.484513962	0.346443476	0.284845502	0.211561143	0.24208489	0.245242519	0.277345081	0.326679876
20220728	0.484635004	0.346535047	0.284898129	0.211561143	0.24208489	0.245242519	0.277345081	0.326198864
20220727	0.484607638	0.346516101	0.284874973	0.211534829	0.24208489	0.245242519	0.27366118	0.319049992
20220726	0.451638833	0.322394973	0.266063925	0.200009484	0.236822175	0.245242519	0.274713723	0.318540561
20220725	0.451465164	0.322263406	0.265988142	0.200009484	0.236822175	0.245242519	0.274713723	0.317897457
20220722	0.451173609	0.322042372	0.265860784	0.200009484	0.236822175	0.244716248	0.274634782	0.319535214
20220721	0.448583301	0.320078326	0.264732458	0.200009484	0.236822175	0.239979804	0.274634782	0.331292119
20220720	0.448778022	0.320226735	0.264817714	0.200009484	0.236822175	0.239979804	0.249978963	0.279733301
20220719	0.448743288	0.320199369	0.264801926	0.200009484	0.236822175	0.239979804	0.249978963	0.279557526
20220718	0.448742235	0.320199369	0.264801926	0.200009484	0.236822175	0.239979804	0.249978963	0.279685936
20220715	0.450633655	0.321668719	0.265683957	0.200009484	0.235743318	0.239927177	0.249978963	0.277584008
20220714	0.4218245	0.300723113	0.24937796	0.189773503	0.227454542	0.229243865	0.250189471	0.294597313
20220713	0.384458171	0.273274897	0.228203953	0.177353496	0.223665388	0.23155946	0.255767949	0.300050538
20220712	0.3843045	0.273159117	0.22813659	0.177353496	0.223665388	0.23155946	0.255767949	0.300973618
20220711	0.384236085	0.27310649	0.228107119	0.177353496	0.223665388	0.23155946	0.255767949	0.301455683
20220708	0.394980444	0.281664717	0.232654105	0.175774681	0.214192501	0.23155946	0.255767949	0.28392979
20220707	0.351088348	0.249088511	0.208800323	0.164249335	0.214139873	0.228401831	0.255767949	0.298700125
20220706	0.350926257	0.248965364	0.208729802	0.164249335	0.214139873	0.228401831	0.255767949	0.297703367
20220705	0.347002376	0.245989825	0.207020472	0.164249335	0.214139873	0.221612929	0.256031085	0.315223998
20220704	0.347042373	0.246020348	0.207037313	0.164249335	0.214139873	0.221612929	0.256031085	0.315857629
20220701	0.379671206	0.270214102	0.224927387	0.173195951	0.214139873	0.221612929	0.255767949	0.310034961
20220630	0.355529027	0.253453407	0.209116086	0.15788145	0.195772998	0.221560302	0.255767949	0.283668759
20220629	0.37052145	0.264659832	0.216727024	0.160512808	0.195825625	0.23155946	0.264740878	0.276194651
20220628	0.410935943	0.293392151	0.241659663	0.180984769	0.215771315	0.23155946	0.265767108	0.304541739
20220627	0.459743415	0.329327022	0.268985784	0.19629927	0.219955173	0.23155946	0.265767108	0.303566032
20220624	0.465139803	0.333522458	0.271506624	0.19629927	0.216823858	0.23155946	0.265767108	0.297388657
