DATE 	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600
20220831	8.474534176	8.485939532	8.530185282	8.65607153	8.83420496	8.9386067	9.022492272	9.231519944	9.399642638	9.717526412	10.11555713	10.61193535	11.14760396	11.72801616	12.35161737	13.02164308
20220830	8.437748497	8.471546821	8.528548057	8.656642594	8.842471925	8.938453887	9.022550424	9.211535756	9.379308093	9.663554613	10.02316608	10.50097437	11.01749094	11.58917016	12.20424754	12.864885
20220829	8.473341801	8.498242059	8.52801649	8.665375024	8.842281485	8.93842296	9.0225268	9.21167887	9.358435	9.663537468	10.02391639	10.50166935	11.01812538	11.58480517	12.19381196	12.84759299
20220826	8.42226541	8.46048701	8.531170453	8.655455713	8.825065592	8.93728959	9.013100697	9.211875653	9.348117456	9.674681582	10.02449733	10.52051895	11.05888212	11.61944667	12.21877807	12.8615642
20220825	8.453409551	8.484066557	8.523925198	8.646667787	8.824944072	8.927735084	9.003596452	9.191963022	9.338039653	9.675274791	10.04874595	10.5406052	11.07264638	11.6234209	12.21147479	12.8415252
20220824	8.434502388	8.457179037	8.523925198	8.646667787	8.824944072	8.927735084	9.003596452	9.191963022	9.338039653	9.675211355	10.06031219	10.5722562	11.12682148	11.69717959	12.30669421	12.96084458
20220823	8.435612899	8.470893417	8.523925198	8.646667787	8.824944072	8.927735084	9.003596452	9.192118659	9.317265584	9.665425109	10.03770984	10.54789671	11.10128315	11.67010723	12.27791142	12.93017931
20220822	8.453409551	8.484066557	8.523925198	8.646667787	8.827329123	8.945443303	9.01321155	9.211920376	9.337509791	9.696356025	10.0831974	10.59621568	11.15200079	11.72390841	12.33514856	12.9911948
20220819	8.453409551	8.484066557	8.523925198	8.646667787	8.827329123	8.945443303	9.013158849	9.221662915	9.378832086	9.739900363	10.12847663	10.65639107	11.22940596	11.79697678	12.40109335	13.04895219
