DATE 	1	7	30	90	180	270	360	720	1080	1440	1800	2160	2520	2880	3240	3600
20220831	2.037070671	2.08304575	2.200078006	2.447148792	2.508915173	2.611374971	2.699412825	2.950860085	3.080491281	3.16766184	3.196836227	3.245176369	3.301782132	3.362831731	3.428531465	3.496972021
20220830	2.028228294	2.079512767	2.199655738	2.447310236	2.511262992	2.611330328	2.699430224	2.944472129	3.073827157	3.150068432	3.167637733	3.211244013	3.263244269	3.323019735	3.387624912	3.45487452
20220829	2.036784053	2.086065654	2.199518638	2.449778973	2.511208907	2.611321293	2.699423156	2.944517876	3.066986538	3.150062843	3.167874855	3.211456543	3.263432182	3.321768139	3.38472823	3.450230739
20220826	2.024506539	2.076797912	2.200332098	2.446974695	2.506319591	2.610990184	2.696602988	2.944580778	3.063605228	3.153695535	3.168058449	3.217220833	3.275503822	3.331701065	3.391658262	3.453982716
20220825	2.031992828	2.08258599	2.198463425	2.444490269	2.506285079	2.608198875	2.693759441	2.938215695	3.060302487	3.153888906	3.175721782	3.223363295	3.279580626	3.332840618	3.389631034	3.448601228
20220824	2.027448009	2.075985904	2.198463425	2.444490269	2.506285079	2.608198875	2.693759441	2.938215695	3.060302487	3.153868228	3.17937708	3.233042309	3.295626621	3.353989809	3.416061806	3.480644537
20220823	2.027714948	2.079352376	2.198463425	2.444490269	2.506285079	2.608198875	2.693759441	2.938265444	3.053494319	3.150678165	3.17223402	3.225593072	3.288062483	3.346227217	3.408072351	3.472409355
20220822	2.031992828	2.08258599	2.198463425	2.444490269	2.506962434	2.613372255	2.696636154	2.944595074	3.060128838	3.160760843	3.186609528	3.240369226	3.303084418	3.361653896	3.423960095	3.488795112
20220819	2.031992828	2.08258599	2.198463425	2.444490269	2.506962434	2.613372255	2.696620386	2.947709281	3.073671157	3.174955168	3.200919198	3.258771124	3.326010871	3.382605148	3.442264886	3.5043059
20220818	2.023437069	2.076118325	2.198463425	2.444560111	2.509986577	2.618930422	2.702260178	2.969949616	3.100583288	3.195652572	3.221686794	3.276051255	3.339543578	3.396320399	3.456545759	3.519194235
20220817	2.03493216	2.080859706	2.197792549	2.444742305	2.509988124	2.618501521	2.69941935	2.966750776	3.100658441	3.195806822	3.218125701	3.266420151	3.323489815	3.382327844	3.445476837	3.511222364
20220816	2.034131768	2.083376585	2.196640452	2.444425996	2.503948593	2.610617619	2.693770315	2.94448814	3.080655251	3.167979282	3.189693703	3.241435949	3.302173983	3.357767	3.416842338	3.47824883
20220815	2.040548587	2.089054092	2.198463425	2.444419923	2.503434009	2.603672833	2.679720039	2.919153613	3.047151303	3.14042559	3.154604126	3.216990465	3.289681357	3.339941701	3.391823978	3.4456012
20220812	2.036270708	2.085820041	2.198463425	2.444419923	2.503434009	2.604153287	2.682418419	2.919136457	3.047105186	3.14030599	3.169256364	3.228691314	3.297329497	3.353192916	3.411855555	3.472822021
20220811	2.034131768	2.084771159	2.200737457	2.444484196	2.505307937	2.598882116	2.679541706	2.909594837	3.040469528	3.133548624	3.155000754	3.217714697	3.290330072	3.346277635	3.404669084	3.465342243
20220810	2.027448009	2.075985904	2.198463425	2.444490269	2.505311029	2.598100847	2.673817097	2.912789101	3.047209375	3.154962507	3.16963854	3.241863048	3.325401	3.387304344	3.451564362	3.518492359
20220809	2.028784418	2.078980897	2.195624084	2.444659812	2.505951296	2.604540733	2.685245654	2.922174611	3.067217689	3.183020863	3.213013958	3.29253631	3.383385756	3.456081807	3.53214469	3.611691753
20220808	2.027158824	2.07843373	2.198483533	2.444351094	2.500790008	2.601397057	2.679473743	2.934939086	3.08760006	3.20421846	3.234442601	3.314369263	3.405751868	3.482109928	3.562371242	3.64642559
20220805	2.026645478	2.078259791	2.197303559	2.439307847	2.498677074	2.600955932	2.676898784	2.941375077	3.090976816	3.211203289	3.249071288	3.333548398	3.429557194	3.508382204	3.591096905	3.677796374
20220804	2.025148221	2.076730609	2.195711371	2.439522432	2.506736306	2.609731119	2.687992966	2.957086213	3.121244066	3.239202404	3.284801037	3.374340311	3.475625206	3.556230359	3.640578986	3.729065753
20220803	2.023171413	2.071615127	2.193892054	2.439527492	2.506738367	2.610592639	2.693676254	2.963435284	3.127879154	3.249739448	3.291877188	3.381386403	3.482894116	3.566761771	3.654871085	3.747398291
20220802	2.022153705	2.073311693	2.193155369	2.439645919	2.504054703	2.608267967	2.69373008	2.95079318	3.100854294	3.210659503	3.248248591	3.332803779	3.428883714	3.507743101	3.590491072	3.677224426
20220801	2.025576009	2.076797039	2.196835591	2.444773683	2.508973894	2.610097305	2.690820202	2.95710108	3.114373841	3.232032029	3.266365038	3.353039956	3.451761611	3.525567931	3.602277202	3.682565767
20220729	2.025148221	2.076354323	2.196390016	2.444427514	2.503693619	2.607386782	2.688047881	2.941125757	3.107934037	3.203868045	3.237119442	3.321313422	3.41716945	3.486825932	3.558977407	3.634373252
20220728	2.023437069	2.074584773	2.194608172	2.444432575	2.50344019	2.603677085	2.679722758	2.93812992	3.0876086	3.196943576	3.226879897	3.306710554	3.397951745	3.460867372	3.525672738	3.593224537
20220727	2.028517051	2.076267354	2.195671155	2.444429539	2.503438645	2.604155944	2.682373292	2.928573431	3.074056601	3.182873879	3.212659615	3.288306615	3.374889821	3.439774669	3.50723771	3.577606268
20220726	2.027714948	2.078216524	2.193892054	2.439036073	2.487344391	2.584840543	2.662453783	2.900165297	3.047552117	3.162505653	3.21441206	3.289051743	3.373217534	3.439174783	3.508089648	3.580003269
20220725	2.024506539	2.074610995	2.191053169	2.439045689	2.487349028	2.584413769	2.659633615	2.893817369	3.040925	3.148573439	3.177840345	3.248879072	3.330275591	3.392062363	3.456389472	3.523392977
20220722	2.020742004	2.071851999	2.191685657	2.439044171	2.487092508	2.583332216	2.66813979	2.900223052	3.037332466	3.148281706	3.177718306	3.248769494	3.330177022	3.391969463	3.456302796	3.523310961
20220721	2.026645478	2.075742913	2.188611876	2.434217533	2.492072481	2.584369656	2.659571634	2.903408739	3.04430688	3.141158835	3.170075313	3.233298668	3.306095408	3.365276565	3.427371443	3.491985502
